idtbl_pregunta,titulo,respuesta,id_usuario_creador,fecha_creacion,id_usuario_ultima_modificacion,fecha_ultima_modificacion,id_producto,id_estado,fecha_ult_actualizacion_keywords,keywords_rag,Vigencia,estado_carga,dias_vigencia,justificacion_garante,justificacion_curador,publicado_workplace,fecha_publicacion
6325,¿Qué se necesita para realizar el endoso de un CDT?,"Para solicitar el endoso de un CDT es necesario que el cliente radique la siguiente documentación en una oficina de servicio.Carta del cliente solicitando el endoso donde se especifique la información del CDT.Fotocopia de la cédula del endosante.RUT.Cámara de comercio actualizada (menor de 30 días).Fotocopia de la cédula del representante legal. (Para el caso de persona natural fotocopia de la cédula del endosante y el nuevo titular del CDT).⚠ ImportanteEl endoso se puede realizar de manera presencial, las dos partes deben estar en la oficina con documentos de identificación original para realizar el proceso de autenticación biométrica y registrar el endoso, igualmente, el endoso se puede realizar mediante poder (carta suscrita) esta carta la debe conservar la oficina hasta que dicha garantía se levante o se haga efectiva.Los CDT se pueden endosar desde el momento en que el título se encuentre activo en el sistema.El CDT se debe endosar al respaldo del título y se registra el endoso en el aplicativo 360 por la opción de novedades CDTs para que quede a nombre del nuevo titular.Si el nuevo titular del CDT no está vinculado al Banco se debe realizar el proceso de vinculación de acuerdo a las normas, procedimientos y políticas establecidas para vinculación.No hay una regla general sobre la cantidad de endosos ya que esto depende de cómo sea el endoso.En caso de que el endoso sea de un CDT en garantía se debe hacer el siguiente proceso:El cliente debe radicar una carta en cualquier oficina de servicio solicitando la novedad de endoso.Auténtica al clienteNo se debe bloquear el cdt, lo que se realiza es un bloqueo, el cual es por 360 Transacción en Línea / Venta en Línea / CDT / Novedades / Selecciona el CDT / Bloqueo / Bloqueo por actualización de datos.Razones por las cuales no se podrá endosar un CDT:El CDT puede estar bloqueado por algún motivo.Se encuentra en proceso de canje.Tiene intereses pendientes por pagar.Importante: En ningún caso se debe realizar un traslado de titularidad.",97,2020-01-24 00:00:00,97.0,2025-01-16 00:00:00,407,3,2025-05-06 00:00:00,"cliente_360, servicios_empresariales, modificar_solicitud",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
659,¿Cómo se puede redimir Davipuntos en puntos Vive Terpel?,"El cliente debe ingresar a la páginawww.viveterpel.como a la App Terpel e iniciar sesión.En la sección“Cambio de Puntos”, debe seleccionar la opciónDavivienday aceptar términos y condiciones.Autenticarse enDaviviendacon el tipo y número de documento identidad y la clave virtual.Seleccionar losDavipuntosque se desea canjear aPuntos ViveTerpely confirmar la redención con la OTP o proceso de biometría solicitado por Terpel.El cliente debe utilizar losPuntos ViveTerpelpara redimir bonos de combustible o la opción que prefiera.",92,2020-01-24 00:00:00,92.0,2025-01-16 00:00:00,195,3,2025-04-23 00:00:00,"davipuntos, redimir, vive_terpel",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
655,¿Qué documentos se necesitan para cancelar una cuenta por fallecimiento?,"Si necesita cancelar una cuenta por fallecimiento los documentos que se deben solicitar son:Fotocopia o original del certificado de defunción del cliente (autenticado).Dos declaraciones extrajuicio de dos personas distintas a los reclamantes, donde manifiestan que no conocen a personas con mayor derecho sobre los recursos del fallecido.Documento de exoneración a Davivienda por parte de los reclamantes con nota de presentación ante un notario público.Documento de identidad de los reclamantes.Medio transaccional de la cuenta a cancelar.Cuando el titular de un producto de ahorro o inversión fallece y hay lugar a entrega de dinero, dependiendo del caso, los documentos que deben adjuntar los reclamantes son:",97,2020-01-24 00:00:00,97.0,2025-01-16 00:00:00,416,3,2025-04-23 00:00:00,"cancelar_cuenta, documentos, fallecimiento",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
5435,¿Cómo dar orden de no pago a un cheque?,"Si eres de oficina: Ingresa a través de Cliente 360, ingresando a través del producto o por el número de ID Personas o Empresa de acuerdo al caso.Realiza autenticación biométrica.Selecciona el producto al que se encuentra asociado el medio y en la lista desplegable de Transacciones en línea se escoge la opción Bloqueo de Cheques.Muestra todas las chequeras asociadas al producto consultado y desde allí se escoge el o los cheques que deseen bloquear, debe seleccionar Tipo de novedad y Motivo.Luego de ello se genera la novedad para que el cliente la acepte con huella.Si eres de Call center y Chat:En este momento no está vigente la opción de bloqueo a través de cliente 360°, ahora se debe generar a través de Stratus.☝ Importante: Para el caso de los cheques de gerencia la orden de no pago se realiza a través de Cliente 360, por la opción empresas y el número del NIt del Banco (860.034.313-7).Se escoge la opción Novedades Cheques de Gerencia en la lista desplegable de Transacciones en líneaEn el campo No. Producto se ingresa el número de la cuenta de operaciones y el Número de Chequera correspondiente al cheque de gerencia del cual se realiza la novedad.Luego de ello muestra el listado de cheques asociados a la chequera consultada.Desde allí se escoge el o los cheques que deseen bloquear, debe seleccionar Tipo de novedad, Indicador de No Pago y Motivo.La transacción queda procesada cuando muestra el mensaje Novedad Exitosa.",97,2020-01-24 00:00:00,97.0,2025-01-20 00:00:00,127,3,2025-04-23 00:00:00,"orden_no_pago, cheque, no_pago",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
6920,¿Cómo diligenciar la Tarjeta de Registro de Firmas (TRF)?,"A continuación puedes validar el proceso para diligenciar la Tarjeta de Registro de Firmas (TRF) a travésElevate⚠️ Importante:Consulta si el cliente está reportado en listas de cautela, si el cambio de firmas lo solicita una persona jurídica:Indica si es una eliminación de firma o una adición.Adjunta la carta de solicitud, en la cual se registran los nombres y apellidos de los firmantes y las condiciones de manejo y/o tarjeta de firmas.La Tarjeta de Registro de Firmas debe ser diligenciada en Cliente 360 e imprimirla para luego capturar las firmas, huellas y/o sellos para enviarlos por la tula de canje para su digitalización; a diferencia del Contrato de apertura que se realiza durante la apertura del producto, aquí se debe capturar las huellas en Cliente 360 y no es necesario imprimir el contrato debido a que se envía automáticamente a Filenet.El tiempo que toma en procesar la TRFes de 2 días hábiles si la informaciónestá consistente y no es rechazada en las mesas de control, las novedades de la cuenta se ven reflejadas en Teller Elevete y ESS a los 2 días hábiles de su envío, si la TRF es rechazada se devuelve a los 2 días hábiles del envío a la oficina de radicación.Recuerda que la novedad de firmas se puede hacer en cualquier oficina. https://comunidadesdesoporte.davivienda.com/#/respuestas/8578",96,2020-01-24 00:00:00,96.0,2025-01-22 00:00:00,126,3,2025-04-23 00:00:00,"tarjeta_registro_firmas, cuenta_ahorros, diligenciar",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
628,¿Cómo consultar los movimientos de DaviPlata?,"Te dejamos el paso y paso de algunas de las consultas que se pueden realizar:Desde el Saldo:Seleccionar la opción “Ver más” que se encuentra debajo de tu saldo.Seleccionar el botón “Ver más” que se encuentra en la parte inferior de la pantalla para ingresar a sus movimientos.Si desea ver movimientos: Puede visualizar los movimientos de los últimos 30 días calendario de su DaviPlata, usa los filtros para facilitar la búsqueda.Si desea ver el extracto: Seleccionar la opción “Extractos” y el mes a consultar y hacer clic en “Descargar”.Estos serán enviados al correo electrónico registrado en la App.⚠️ Ten en cuenta que el detalle de movimientos se verá reflejado después de las 8:00 a.m. Los extractos de DaviPlata están disponibles desde marzo de 2023 y a partir del sexto día hábil de cada mes, estará disponible el extracto del mes anterior.Desde el Perfil:Ingresar a la App DaviPlata.Ir al ícono de perfil en la parte superior izquierda de la pantalla.Seleccionar “Solicitudes”.Escoger “Extractos”Seleccionar el periodo y dar clic en “Descargar”.",88,2020-01-24 00:00:00,88.0,2025-01-22 00:00:00,179,3,2025-04-23 00:00:00,"daviplata, consultar_movimiento, movimientos",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
635,¿Cuáles son las novedades que se pueden hacer en DaviPlata?,Dentro de la App se encontrarán las opciones para realizar novedades comoCambio de número y registro de dispositivoTambién se pueden cambiar o agregar información así: https://comunidadesdesoporte.davivienda.com/#/respuestas/1699 https://comunidadesdesoporte.davivienda.com/#/respuestas/1699 https://comunidadesdesoporte.davivienda.com/#/respuestas/1699,88,2020-01-24 00:00:00,88.0,2025-01-22 00:00:00,179,3,2025-04-23 00:00:00,"daviplata, funcionalidades, servicios",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
1699,¿Cómo cambiar el número y registrar el dispositivo en Daviplata?,Dentro de la App de DaviPlata se encontrarán las opciones para realizar los siguientes cambios:,92,2020-01-24 00:00:00,92.0,2025-01-22 00:00:00,179,3,2025-04-23 00:00:00,"daviplata, cambio_numero, registrar_dispositivo",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
6983, ¿Qué documentos son necesarios para proceso de sucesión en Davivienda Corredores?,"Cuando el titular fallece, y no tenía hijos, ni se había casado y contaba con bienes administrados por Davivienda Corredores, la persona que se presenta a realizar la solicitud debe anexar a los documentos la declaración juramentada del heredero que considera tener derecho ( ejemplo: Padres o Hermanos) y dos testigos, que acrediten que no se conoce heredero con mejor o igual derecho para reclamar y que exonera a Davivienda Corredores en caso de que a futuro llegarán beneficiarios a reclamar.Documentos para realizar la sucesión de bienes administrados por Corredores Davivienda:Los herederos deben seguir estos pasos para tramitar la sucesión de bienes administrados por Corredores Davivienda:Radicación de documentos: el cliente debe acudir a cualquier oficina del Banco Davivienda para entregar la documentación requerida:Escritura pública o sentencia judicial: debe detallar la distribución de las acciones en números enteros o porcentajes que permitan obtener un número entero en la repartición. (Este requisito de números enteros no aplica para otros bienes).Formato de traspaso por sucesión de dividendos no reclamados☝ En caso de que el fallecido tenga dividendos pendientes, este formato debe estar autenticado por todos los partícipes de la sucesión, incluso si ceden sus derechos a otra persona. Nota: No será necesario este formato si la distribución de dividendos está incluida en la escritura pública, ya que los dividendos son accesorios a las acciones.Documentación de vinculación completa de los herederos☝Envío de documentosTodos los documentos deben enviarse en físico a la dependencia 9848 Banca Patrimonial.Consulta del estado del trámiteSolo el asesor encargado puede comunicarse con el área de operaciones, extensión 78570, para verificar el estado del proceso.⚠️ Importante: Asegúrate de que todos los documentos estén completos y debidamente autenticados antes de la radicación. https://drive.google.com/drive/search?q=Traspaso%20por%20sucesi%C3%B3n%20de%20dividendos%20no%20reclamados https://comunidadesdesoporte.davivienda.com/#/respuestas/5682",92,2020-01-24 00:00:00,92.0,2025-01-22 00:00:00,341,3,2025-04-23 00:00:00,"sucesion, davivienda_corredores, documentos",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
6873,¿Qué hacer cuando un cliente pierde o rompe su CDT? ,"El cliente puede acercarse a cualquier oficina para notificar el extravío, hurto o destrucción total o parcial, la notificación se deberá realizar por escrito, junto con la siguiente documentación:Cédula de ciudadaníaPublicar un aviso en prensa, en un diario de circulación nacional informando sobre el extravío, hurto o destrucción total o parcial del título según sea el caso y entregar la constancia de publicación con el sello del diario respectivo.Carta solicitando la cancelación y reposición del título valor.Formato exoneración Banco, debidamente autenticado en Notaría.Formato extracto de aviso en prensa.Pasados 10 días de la entrega de la documentación se puede proceder con la reposición del CDT.☝ Para tener en cuenta:Cuando se hace una reposición de un CDT por pérdida, continua con la misma fecha de apertura, es decir que NO cambió la fecha de vencimiento del título.El aviso en prensa debe estar publicado por 1 día. Pasados 10 días después de la publicación, el cliente debe acercarse al banco para realizar el proceso de reposición.El bloqueo por pérdida o robo de un CDT se puede realizar en cualquier oficina de servicio a nivel nacional.Acá podrás conocer Cómo Bloquear un CDT https://drive.google.com/file/d/1ksKg1e3NOXn8Dyv88t9f9SKJ3T9qszWx/view https://drive.google.com/file/d/1voDRdsR46tLln7yfx7NtjOI6_Hhxl1l-/view https://comunidadesdesoporte.davivienda.com/#/respuestas/6342 https://comunidadesdesoporte.davivienda.com/#/respuestas/6342",97,2020-01-24 00:00:00,97.0,2025-01-22 00:00:00,407,3,2025-04-23 00:00:00,"cdt, perdida_documento, informacion_cliente",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
5872,¿Cómo activar/desactivar y actualizar un usuario en los portales?,"A continuación puedes validar el paso a paso para que puedas activar, inactivar o actualizar un usuario.",92,2020-01-24 00:00:00,92.0,2025-01-22 00:00:00,287,3,2025-04-23 00:00:00,"cliente_empresarial, actualizar_datos, portal_usuario",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
3834,¿Cómo se realiza un pago de nómina o proveedores con archivo o macro para pagos a través de portal?,"⚠ Confirma que los datos de la transacción sean los correctos antes de su aprobación, recuerda que estos pagos se generan de manera inmediata si el destino es banco Davivienda y si son ACH (otras entidades financieras) viajan en el primero ciclo ACH sin posibilidad de detenerlos.A continuación puedes validar la ruta correspondiente para realizar pagos de nómina o proveedores a través de archivo o macro para pagos en los portales pyme, empresarial y corporativo. https://drive.google.com/drive/folders/1KHJJBbI9s50zDkP0iRUMyJr1TWvikmk_",92,2020-01-24 00:00:00,92.0,2025-01-22 00:00:00,288,3,2025-04-23 00:00:00,"pago_nomina, proveedores, portal",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
6897,¿Cómo timbrar una provisión?,"Debes realizarlo en el aplicativo Teller Elevate a través del servicio Provisiones Electrónicas (Alt+Shift+P) o por la ruta del Menú Administrativo/Provisiones/Provisiones Electrónicas.Importante:Si no llega la provisión enviada por parte de otro Cajero o el Director Administrativo, es necesario cancelar la transacción por parte de quien la envía y quien recibe desbloquearse de Teller Elevate, luego de esto se puede retomar la transacción.En Teller existen dos novedades de control:En la transacción de billetaje se va a controlar que se haya efectuado la provisión inicial de la oficina para realizar un envío o recibido de transportadora y entrega del siguiente horario.De otra parte, la transacción de consulta y borrado de totales va a controlar que se haya realizado el billetaje para la entrega de efectivo al horario siguiente.",88,2020-01-24 00:00:00,88.0,2025-01-22 00:00:00,398,3,2025-04-23 00:00:00,"timbrar_provision, oficina, provision",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
7235,¿Puede un autorizado radicar los documentos para indemnización del Seguro Protección Pagos (desempleo)?,"Para este proceso no se requiere autorizar a un tercero, lo puede hacer el mismo titular enviando los documentos al correo radicacionindemnizaciones@davivienda.com, colocando en asunto Indemnización de seguro protección de pagos, cédula ynombre.Los documentos requeridos para solicitar la reclamación están relacionados a continuación:☝ Recuerda puedes descargar los formatos en la página web de Seguros Bolívar opción indemnizaciones, en el Site de Conecta o en el siguiente documento: https://www.segurosbolivar.com/ https://sites.google.com/davivienda.com/conecta/inicio/personas/productos/seguros/protecci%C3%B3n-pagos-tarjeta-de-cr%C3%A9dito?authuser=0 https://drive.google.com/file/d/1b4oC0q33eFMGs2izDCSsVis2xC297WjD/preview?usp=drive_web&amp;&amp;iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/application/pdf",97,2020-01-24 00:00:00,97.0,2025-01-22 00:00:00,112,3,2025-04-23 00:00:00,"seguro_proteccion_pagos, indemnizacion, radicar_documentos",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
7107,¿Cómo se modifica o ratifica una solicitud de crédito de vehículo productivo luego de aprobado?,Para hacer la ratificación o cambio de condiciones del negocio diligencia el formulario vehículo productivo. Este proceso no aplica para las solicitudes de PJ ya que crédito generará las actas de aprobación desde el primer momento sin necesidad de solicitar la ratificación.Una vez radicada la solicitud puedes hacerle seguimiento aquí. https://script.google.com/a/davivienda.com/macros/s/AKfycbz2fAfHEzGLTQv74ik1XFKVNsyPzr1eD6d5F8bGqw/exec https://script.google.com/a/davivienda.com/macros/s/AKfycbz2fAfHEzGLTQv74ik1XFKVNsyPzr1eD6d5F8bGqw/exec?pagina=consulta https://i.ibb.co/v1cKjzm/banner.png,97,2020-01-24 00:00:00,97.0,2025-01-22 00:00:00,205,3,2025-04-23 00:00:00,"credito_vehiculo, modificar_solicitud, ratificar",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
3798,¿Cuáles son los procesos y documentos de un cliente persona jurídica para vinculación?,"Validaciones para la vinculación en Cliente 360:Cuando tengas clientes con las siguientes condiciones, te recomendamos revisar en Cliente 360 dependiendo si es Persona natural, persona natural con negocio o persona jurídica:Inicia el proceso de actualización de datos, ya que hemos observado un cambio de políticas de riesgo, debido a que en la mayoría de los casos, es necesario esperar hasta cumplir las 24 horas antes de continuar.Para clientes antiguos no actualizados en Cliente 360, se requiere completar el formulario NIC en su totalidad.Para clientes PNCN se debe cargar la composición accionaria asegurándose de no dejar campos en NO INFORMADO. Debes contactar a un experto del chat para modificar estos campos.Para cliente en prospecto, Clientes que al estar en este estado no permite modificarse y se debe aplicar la actualización de datos con el NIC con cargue de la composición accionaria.Cliente PNCN antiguo no creado en la pestaña de Empresas” Producto Pyme”: Como este es un producto pyme si el cliente es PNCN debe estar creado en la pestaña de empresas.Clientes con estado cancelado en Cliente 360 ( Representante Legal - NIT o Cédula de Ciudadanía), para este último si el Representante Legal está en Cliente 360 en estado CANCELADO, se debe adquirir un producto como persona natural para cambiar este estado.☝ Ten presente que:Si la actividad económica es de Alto Riesgo se debe complementar la información de acuerdo a la tabla publicada de códigos CIIU AR en el Site de Conecta.Se debe identificar en el NIC PJ si el impacto corresponde a SOCIO o EMPRESA y SOCIO. Esta opción se encuentra en las mismas secciones de FATCA y CRS donde se registra el impacto principal. Cuando la empresa registra impacto por FATCA o CRS y además indica que el impacto es por SOCIO o EMPRESA Y SOCIO, debe tener registrado al menos un beneficiario final con impacto FATCA o CRS en el Formato de Beneficiarios Finales.Ver más información en el Site de Conecta. https://www.appsheet.com/start/16e7adb0-7dc4-413b-a999-e5d232787092#viewStack[0][identifier][Type]=Control&amp;viewStack[0][identifier][Name]=Tips%20a%20tener%20en%20cuenta&amp;appName=NewApp-4640275 https://sites.google.com/davivienda.com/conecta/conoce-m%C3%A1s/vinculaci%C3%B3n/vinculaci%C3%B3n-pj",96,2020-01-24 00:00:00,96.0,2025-01-22 00:00:00,326,3,2025-04-23 00:00:00,"vinculacion, cliente_persona_juridica, documentos",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
1307,¿Cómo se puede convertir la cuenta de ahorros en una cuenta de nómina?,"Marcación de Cuentas - Convenios Tradicionales de NóminaExisten dos maneras de realizar la conversión de una cuenta tradicional a cuenta de nómina:Cuando la cuenta de ahorros tradicional reciba un abono de una cuenta pagadora con convenio tradicional de nómina, este proceso de conversión es realizado automáticamente por el sistema.Directamente en 360 realizando la novedad de cambio del subproducto siguiendo el siguiente proceso:Autentica al clienteIngresa al producto en 360Da clic en transacciones en líneaEn campo tipo de novedad selecciona cambios de indicadores y en subproducto selecciona el subproducto nóminaEn el campo objetivo selecciona pago de nóminaAceptarMarcación de Cuentas - Convenios Especiales de NóminaLa conversión de cuenta de ahorros a cuenta de nómina se realiza a través de un proceso de las áreas de operaciones cuando la cuenta recibe la primera dispersión por parte de la empresa. Este proceso se realiza en un plazo no mayor a 15 días hábiles.Marcación de Cuentas - Empresas sin ConvenioSi un cliente trabaja en una empresa sin convenio de nómina deberá abrir la cuenta de nómina. No existe un proceso de marcación para este tipo de casos.Registra aquí☝ las marcaciones de cuentas que gestiones para que sean tenidas en cuenta dentro del esquema de incentivos de acuerdo a las políticas establecidas. https://docs.google.com/forms/d/e/1FAIpQLSdqMhwWTaldl4x3-jO8LoF-HEzSBYw0djsEeV53WgmDVV-jug/viewform https://docs.google.com/forms/d/e/1FAIpQLSdqMhwWTaldl4x3-jO8LoF-HEzSBYw0djsEeV53WgmDVV-jug/viewform",97,2020-01-24 00:00:00,97.0,2025-01-23 00:00:00,129,3,2025-04-23 00:00:00,"cuenta_ahorros, cuenta_nomina, conversion_cuenta",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
4036,¿Qué actividades se financian para crédito Agropecuario?,"Las actividades que se financian para Crédito Agropecuaria:Siembra, sostenimiento y cosecha de especies vegetales.(Corto, mediano y tardío rendimiento)Explotaciones Pecuarias, acuícolas, piscícolas, especies menores y zoo cría.Investigación, asistencia técnica y certificaciones.Compra de tierras para uso agropecuarioCapitalización, compra y creación de empresasTransformación y/o comercialización de productos Nacionales originados en los eslabones de la cadena productiva.Prestación de servicios de apoyo y/o complementarios requeridos en cualquiera de los eslabones de la cadena.Actividades rurales (Minería, Turismo Rural)Compra de cartera: permite comprar una o varias obligaciones que un deudor tiene con el sector financiero registradas en Finagro. Antes de radicar a crédito realice el proceso con cartera de validar la autorización por parte de Finagro.",96,2020-01-24 00:00:00,96.0,2025-01-23 00:00:00,422,3,2025-04-23 00:00:00,"credito_agropecuario, financiar, actividad",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
6189,Formatos para la estrategia Agroindustrial,"Para cupos nuevos se requiere:FIT - Formato de Campañas y Estrategias Agropecuarias Firmado por el cliente.Carta de Compromisos Finagro Firmada por el cliente.Se deben radicar por Rib Go Pyme y Mi Pyme.Para Calcular los Cupos de corto plazo previamente aprobados:Expediente de cliente contenga Estados Financieros a corte Fiscal (De lo contrario se Adjuntan)Certificado de Compras y/o ventas al sector Agropecuario firmado por Revisor Fiscal, Representante legal o Contador. (Mismo Corte Estados Financieros)Se deben radicar por RIB Go Estrategias Livianas.Para desembolso a corto plazo:FIT - Formato de Campañas y Estrategias Agropecuarias Firmado por el cliente.Carta de Compromisos Finagro Firmada por el cliente.Para desembolso a Largo plazo:FIT - Formato de Campañas y Estrategias Agropecuarias Firmado por el cliente.Carta de Compromisos Finagro Firmada por el cliente.Anexe Vo Bo Otorgado por Crédito ratificando Cupo, Rubro y Actividad económica Disponibles el largo Plazo. Tipo Documental Anexos Desembolso.Ten en cuenta que para esta estrategia no se requiere planificación https://drive.google.com/drive/folders/1uB7PZXBtlJ41QsufA0PN1s-B29jQ0N8J https://drive.google.com/drive/folders/1Q_NtEbXyNKl0i4g4MWRvqdMMZJfWafrJ https://script.google.com/a/davivienda.com/macros/s/AKfycbx4OIYRIAztr7iSStLdMXBxW8hoRZEFCoMToJ8fOCPzBrJBsu4j/exec https://docs.google.com/forms/d/e/1FAIpQLSdv5CddJY9JkfmFFxQOq7qgcpaNUH7hnD693KVTuj-VN5Vh9g/viewform?gxids=7757&amp;fbzx=-8295667660402969263 https://drive.google.com/drive/folders/1uB7PZXBtlJ41QsufA0PN1s-B29jQ0N8J https://drive.google.com/drive/folders/1Q_NtEbXyNKl0i4g4MWRvqdMMZJfWafrJ https://drive.google.com/drive/folders/1uB7PZXBtlJ41QsufA0PN1s-B29jQ0N8J https://drive.google.com/drive/folders/1Q_NtEbXyNKl0i4g4MWRvqdMMZJfWafrJ",96,2020-01-24 00:00:00,96.0,2025-01-23 00:00:00,422,3,2025-04-23 00:00:00,"estrategia_agroindustrial, formato, agroindustria",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
3614,¿Es necesario inscribir las cuentas destino para realizar transferencias desde el Portal Empresarial o Corporativo?,"Es necesario inscribir la cuenta si la transferencia se realiza por medio del servicio transferencias cuenta a cuenta o si el administrador del portal parametrizo en todos los servicios las transferencias a solo cuentas inscritas, para los servicios de pago de nómina, pago a proveedores y transferencias cuenta en lotes, los portales habilitan la opción de ejecutar el pago con o sin cuenta inscrita.Acá puedes conocer cómo hacer transferencias desde algún portal. https://comunidadesdesoporte.davivienda.com/#/respuestas/6761",92,2020-01-24 00:00:00,92.0,2025-01-23 00:00:00,287,3,2025-04-23 00:00:00,"portal_empresarial, inscribir_cuentas, transferencias",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
1018,¿Qué es un combo Portal Pyme?,"Un combo Portal Pyme es un paquete transaccional diseñado para cubrir las necesidades de pagos y consultas de los clientes, estos tienen las siguientes características:Con o sin cuota fija mensual.Diferente cantidad de transacciones para destinos Davivienda, ACH y DaviPlata.Al superar las transacciones incluidas en el combo, éstas serán cobradas a tarifa cartelera.Tenemos dos cambios importantes para nuestra gestión con las pymes :Desde el 02 de enero, los clientes con cupo vigente que vayan a realizar desembolso deberán contar con un portal contratado, en caso de no tenerlo es un oportunidad para profundizar el clienteLlega el Combo Gratuito 3 Transacciones, en el cual las pymes deberán realizar mínimo 3 transacciones de cualquier tipo en el mes calendario para mantenerlo gratuito, sino lo realizan se generará un cobro mensual de $15.000 por el uso del portal. Las transacciones gratuitas son: Transferencias ilimitadas entre sus productos Davivienda Pagos de servicios públicos y privados, Pagos en línea (PSE) Pagos de productos en Davivienda propios y de otros clientes.Las características y beneficios: Consultar saldos y movimientos de sus productos Consultar sus certificaciones tributarias, comerciales y extractos de sus productos. No olvides : Este cambio solo aplicará para clientes nuevos. El cobro se realizará mes vencido. Aplican tanto las transacciones gratuitas como las de cobro.NOTA: A los servicios incluidos en el Combo no se les puede cambiar la tarifa, en caso de requerir alguna tarifa diferente se debe hacer una negociación sin combo. https://storage.cloud.google.com/adjuntos-preguntas-prod/1737558984960Banner2 Rojo-3 (2).pngarchivo.png",92,2020-01-24 00:00:00,92.0,2025-01-23 00:00:00,288,3,2025-04-23 00:00:00,"combo_portal_pyme, pyme, producto",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
6415,Clave y usuario de Wifi de Davivienda,A partir del 28 de enero 2025 la clave de nuestro wifi será: AquilotenemostodoEl usuario es: WdavInternetClave hasta el 27 de enero: Aquiesellugar,88,2020-01-24 00:00:00,88.0,2025-01-23 00:00:00,398,3,2025-04-23 00:00:00,"clave_wifi, usuario_wifi, oficina",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
1447,¿Un menor de edad se puede vincular con contraseña de tarjeta de identidad?,"Si se puede realizar la Vinculación con contraseña Tarjeta de identidad Menor de edad + copia del Registro Civil de Nacimiento (Verificando el parentesco de los padres o en el caso del Tutor Legal el documento que lo soporte), de no poseer este documento NO se podrá realizar la Vinculación.Para tener en cuenta:Debes verificar en la página de la Registraduría.Si al realizar la consulta se visualiza que el documento de identificación está listo para la entrega: Informar al cliente que debe reclamar el documento y continuar el proceso en el Banco.Si al realizar la consulta se visualiza que el documento de identificación NO está listo para la entrega: Se puede realizar la vinculación. Acá podrás consultar el Proceso de vinculación / Actualización con contraseña. https://wsp.registraduria.gov.co/estadodocs/ https://comunidadesdesoporte.davivienda.com/#/respuestas/5046",96,2020-01-24 00:00:00,96.0,2025-01-24 00:00:00,199,3,2025-04-23 00:00:00,"vinculacion, menor_edad, tarjeta_identidad",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
7433,Conferencias de Educación Financiera,"Además se proporcionará acompañamiento y seguimiento para mantenerte informado sobre el progreso de tu gestión.Se pueden acceder a las conferencias a través de la plataforma de Educación Financiera en misfinanzasencasa.davivienda.com A continuación tienes algunos puntos a tener en cuenta:Debes estar conectado a través de un cable de red y usar Google Chrome. El usuario que debes usar es el correo del Director Comercial, en minúsculas.Si tienes conexión a Internet en el lugar donde se realizarán las conferencias, puedes acceder a los siguientes enlaces para proyectar las presentaciones:Conferencia Mis Finanzas en Casa.Conferencia Adquirir Vivienda.Conferencia Ahorro e Inversión.Conferencia Mis Finanzas en Casa versión Fuerzas Militares.Si no hay conexión a Internet en el lugar, se pueden proyectar versiones en PDF o Google Slides, disponibles en la plataforma de gestión de la estrategia en la carpeta de Material Descargable.Ver más información en el site de Conecta. https://docs.google.com/presentation/d/1BKNN6K2EL4ci0R3scpDDG7S1CRS14e_6MiEI9BzcqHE/edit#slide=id.g2d762d41932_0_189 https://storage.cloud.google.com/adjuntos-preguntas-prod/1737994246129Banner2 Rojo-3 (3).pngarchivo.png https://misfinanzasencasa.davivienda.com/ https://misfinanzasencasa.davivienda.com/conferencia/misfinanzasencasa/ https://misfinanzasencasa.davivienda.com/conferencia/ https://misfinanzasencasa.davivienda.com/conferencia/empresas/ https://misfinanzasencasa.davivienda.com/conferencia/fuerzasmilitares/ https://drive.google.com/drive/folders/10l__6XxzqhS_Hg3UofOc47BR2ZseV-p7 https://sites.google.com/davivienda.com/conecta/conoce-m%C3%A1s/educaci%C3%B3n-financiera",88,2020-01-24 00:00:00,88.0,2025-01-27 00:00:00,181,3,2025-04-23 00:00:00,"conferencias_educacion, educacion_financiera, conferencias",2025-12-31 00:00:00,0,,,,,2025-08-15 00:00:00
